,Ahmedabad,Bengaluru,Chennai,Delhi,Lucknow,Mumbai,Hyderabad,Patna,Gurugram,Visakhapatnam,Amritsar,Jorapokhar,Jaipur,Thiruvananthapuram,Amaravati,Brajrajnagar,Talcher,Kolkata,Guwahati,Coimbatore,Shillong,Chandigarh,Bhopal,Ernakulam,Kochi,Aizawl
2015-09-02,,,,318.24,,,93.0,,,,,,,,,,,,,,,,,,,
2015-09-03,,,,278.36,,,,,,,,,,,,,,,,,,,,,,
2015-09-04,,,,284.54,,,,,,,,,,,,,,,,,,,,,,
2015-09-05,,,,201.89,,,,,,,,,,,,,,,,,,,,,,
2015-09-06,,,,168.63,,,64.55,,,,,,,,,,,,,,,,,,,
2015-09-07,,,,179.42,,,30.79,,,,,,,,,,,,,,,,,,,
2015-09-08,,,,219.51,,,32.94,,,,,,,,,,,,,,,,,,,
2015-09-09,,,,195.05,,,40.81,,,,,,,,,,,,,,,,,,,
2015-09-10,,,,184.78,,,44.89,,,,,,,,,,,,,,,,,,,
2015-09-11,,,,181.99,,,51.27,,,,,,,,,,,,,,,,,,,
2015-09-12,,,,178.57,,,41.31,,,,,,,,,,,,,,,,,,,
2015-09-13,,,,171.76,,,36.67,,,,,,,,,,,,,,,,,,,
2015-09-14,,,,236.34,,,35.28,,,,,,,,,,,,,,,,,,,
2015-09-15,,,,217.16,,,30.48,,,,,,,,,,,,,,,,,,,
2015-09-16,,,,190.99,,,37.06,,,,,,,,,,,,,,,,,,,
2015-09-17,,,,250.21,,,29.64,,,,,,,,,,,,,,,,,,,
2015-09-18,,,,129.11,,,,,,,,,,,,,,,,,,,,,,
2015-09-19,,,,125.24,,,,,,,,,,,,,,,,,,,,,,
2015-09-20,,,,141.89,,,,,,,,,,,,,,,,,,,,,,
2015-09-21,,,,109.7,,,,,,,,,,,,,,,,,,,,,,
2015-09-22,,,,70.38,,,,,,,,,,,,,,,,,,,,,,
2015-09-23,,,,101.42,,,,,,,,,,,,,,,,,,,,,,
2015-09-24,,,,187.9,,,,,,,,,,,,,,,,,,,,,,
2015-09-25,,,,222.71,,,,,,,,,,,,,,,,,,,,,,
2015-09-26,,,,254.8,,,,,,,,,,,,,,,,,,,,,,
2015-09-27,,,,252.06,,,,,,,,,,,,,,,,,,,,,,
2015-09-28,,,,190.18,,,,,,,,,,,,,,,,,,,,,,
2015-09-29,,,,172.35,,,,,,,,,,,,,,,,,,,,,,
2015-09-30,,,,155.26,,,,,,,,,,,,,,,,,,,,,,
2015-10-01,,,,205.18,,,92.29,,,,,,,,,,,,,,,,,,,
2015-10-02,,,,220.56,,,76.0,,,,,,,,,,,,,,,,,,,
2015-10-03,,,,293.23,,,63.06,,,,,,,,,,,,,,,,,,,
2015-10-04,,,,335.82,,,59.29,,,,,,,,,,,,,,,,,,,
2015-10-05,,,,347.95,,,81.99,,,,,,,,,,,,,,,,,,,
2015-10-06,,,,355.56,,,108.82,,,,,,,,,,,,,,,,,,,
2015-10-07,,,,305.35,,,110.33,,,,,,,,,,,,,,,,,,,
2015-10-08,,,,291.66,,,110.09,,,,,,,,,,,,,,,,,,,
2015-10-09,,,,284.27,,,93.47,,,,,,,,,,,,,,,,,,,
2015-10-10,,,,287.93,,,81.48,,,,,,,,,,,,,,,,,,,
2015-10-11,,,,246.3,,,62.98,,,,,,,,,,,,,,,,,,,
2015-10-12,,,,232.58,,,94.07,,,,,,,,,,,,,,,,,,,
2015-10-13,,,,189.31,,,109.03,,,,,,,,,,,,,,,,,,,
2015-10-14,,,,155.25,,,105.62,,,,,,,,,,,,,,,,,,,
2015-10-15,,,,199.77,,,104.9,,,,,,,,,,,,,,,,,,,
2015-10-16,,,,301.61,,,116.1,,,,,,,,,,,,,,,,,,,
2015-10-17,,,,137.89,,,112.22,,,,,,,,,,,,,,,,,,,
2015-10-18,,,,263.15,,,107.16,,,,,,,,,,,,,,,,,,,
2015-10-19,,,,312.88,,,102.27,,,,,,,,,,,,,,,,,,,
2015-10-20,,,,336.47,,,116.14,,,,,,,,,,,,,,,,,,,
2015-10-21,,,,265.39,,,113.0,,,,,,,,,,,,,,,,,,,
2015-10-22,,,,213.49,,,116.0,,,,,,,,,,,,,,,,,,,
2015-10-23,,,,289.01,,,107.94,,,,,,,,,,,,,,,,,,,
2015-10-24,,,,341.7,,,104.98,,,,,,,,,,,,,,,,,,,
2015-10-25,,,,281.8,,,102.9,,,,,,,,,,,,,,,,,,,
2015-10-26,,,,214.37,,,101.17,,,,,,,,,,,,,,,,,,,
2015-10-27,,,,260.46,,,114.7,,,,,,,,,,,,,,,,,,,
2015-10-28,,,,254.24,,,97.96,,,,,,,,,,,,,,,,,,,
2015-10-29,,,,183.08,,,64.38,,,,,,,,,,,,,,,,,,,
2015-10-30,,,,156.58,,,82.97,,,,,,,,,,,,,,,,,,,
2015-10-31,,,,274.06,,,104.38,,,,,,,,,,,,,,,,,,,
2015-11-01,,,,379.38,,,94.33,,,,,,,,,,,,,,,,,,,
2015-11-02,,,,361.0,,,93.72,,,,,,,,,,,,,,,,,,,
2015-11-03,,,,385.66,,,97.74,,,,,,,,,,,,,,,,,,,
2015-11-04,,,,401.49,,,90.56,,,,,,,,,,,,,,,,,,,
2015-11-05,,,,234.94,,,90.53,,,,,,,,,,,,,,,,,,,
2015-11-06,,,,260.04,,,107.82,,,,,,,,,,,,,,,,,,,
2015-11-07,,70.46,,496.61,,,105.81,,,,,,,,,,,,,,,,,,,
2015-11-08,,,,356.92,,,101.07,,,,,,,,,,,,,,,,,,,
2015-11-09,,,,364.2,,,118.33,,,,,,,,,,,,,,,,,,,
2015-11-10,,43.64,,452.96,,,114.47,,,,,,,,,,,,,,,,,,,
2015-11-11,,,,408.52,,,115.5,,,,,,,,,,,,,,,,,,,
2015-11-12,,,,398.16,,,106.33,,,,,,,,,,,,,,,,,,,
2015-11-13,,153.3,,469.38,,,111.94,,,,,,,,,,,,,,,,,,,
2015-11-14,,156.84,,377.4,,,99.33,,,,,,,,,,,,,,,,,,,
2015-11-15,,59.94,,342.13,,,100.62,,,,,,,,,,,,,,,,,,,
2015-11-16,,16.77,,323.56,,,98.3,,,,,,,,,,,,,,,,,,,
2015-11-17,,8.22,,280.47,,,107.15,,,,,,,,,,,,,,,,,,,
2015-11-18,,16.42,,367.46,,,92.72,,,,,,,,,,,,,,,,,,,
2015-11-19,,39.86,,397.16,,,102.3,,,,,,,,,,,,,,,,,,,
2015-11-20,,31.44,,470.08,,,74.28,,,,,,,,,,,,,,,,,,,
2015-11-21,,24.35,,467.32,,,106.93,,,,,,,,,,,,,,,,,,,
2015-11-22,,15.69,,450.96,,,104.88,,,,,,,,,,,,,,,,,,,
2015-11-23,,36.84,,419.98,,,98.22,,,,,,,,,,,,,,,,,,,
2015-11-24,,33.97,,424.09,,,94.94,,,,,,,,,,,,,,,,,,,
2015-11-25,,36.29,,312.85,,,112.36,,,,,,,,,,,,,,,,,,,
2015-11-26,,43.65,,317.46,,,108.82,,,,,,,,,,,,,,,,,,,
2015-11-27,,112.78,,343.26,,,115.67,,,,,,,,,,,,,,,,,,,
2015-11-28,,114.34,,294.29,,,110.9,,,,,,,,,,,,,,,,,,,
2015-11-29,,75.79,,342.59,,,109.51,,,,,,,,,,,,,,,,,,,
2015-11-30,,53.7,,419.33,,,106.29,,,,,,,,,,,,,,,,,,,
2015-12-01,,55.71,,371.83,,,102.51,,,,,,,,,,,,,,,,,,,
2015-12-02,,33.82,,399.64,,,80.84,,,,,,,,,,,,,,,,,,,
2015-12-03,,72.72,,412.29,,,98.69,,,,,,,,,,,,,,,,,,,
2015-12-04,,102.15,,352.14,,,103.72,,,,,,,,,,,,,,,,,,,
2015-12-05,,89.26,,433.03,,,109.53,,,,,,,,,,,,,,,,,,,
2015-12-06,,,,439.01,,,,,,,,,,,,,,,,,,,,,,
2015-12-07,,85.25,,421.49,,,105.66,,,,,,,,,,,,,,,,,,,
2015-12-08,,82.86,,478.19,,,104.94,,,,,,,,,,,,,,,,,,,
2015-12-09,,78.58,,411.48,,,104.11,,,,,,,,,,,,,,,,,,,
2015-12-10,,58.04,,386.66,,,117.53,,,,,,,,,,,,,,,,,,,
2015-12-11,,79.07,,410.6,,,64.47,,,,,,,,,,,,,,,,,,,
2015-12-12,,73.43,,385.05,,,87.86,,,,,,,,,,,,,,,,,,,
2015-12-13,,64.09,,338.3,,,93.23,,,,,,,,,,,,,,,,,,,
2015-12-14,,56.71,,380.24,,,95.47,,,,,,,,,,,,,,,,,,,
2015-12-15,,100.76,,,,,98.14,,,,,,,,,,,,,,,,,,,
2015-12-16,,56.41,,,,,85.59,,,,,,,,,,,,,,,,,,,
2015-12-17,,62.41,,,,,81.25,,,,,,,,,,,,,,,,,,,
2015-12-18,,85.88,,,,,75.84,,,,,,,,,,,,,,,,,,,
2015-12-19,,78.99,,,,,103.29,,,,,,,,,,,,,,,,,,,
2015-12-20,,65.74,,,,,98.28,,,,,,,,,,,,,,,,,,,
