Date,Ahmedabad,Bengaluru,Chennai,Delhi,Lucknow,Mumbai,Hyderabad,Patna,Gurugram,Visakhapatnam,Amritsar,Jorapokhar,Jaipur,Thiruvananthapuram,Amaravati,Brajrajnagar,Talcher,Kolkata,Guwahati,Coimbatore,Shillong,Chandigarh,Bhopal,Ernakulam,Kochi,Aizawl
2015-08-11,8.92,2.96,12.74,6.23,7.4,,6.6,4.33,,,,,,,,,,,,,,,,,,
2015-08-12,11.73,7.22,11.88,6.69,8.21,,6.52,5.82,,,,,,,,,,,,,,,,,,
2015-08-13,11.23,2.51,9.36,9.82,9.39,,6.44,5.83,,,,,,,,,,,,,,,,,,
2015-08-14,8.21,6.15,13.1,10.82,12.65,,7.02,5.86,,,,,,,,,,,,,,,,,,
2015-08-15,6.41,2.49,12.76,10.53,15.15,,7.2,19.71,,,,,,,,,,,,,,,,,,
2015-08-16,9.17,1.32,15.0,10.46,16.56,,7.04,5.7,,,,,,,,,,,,,,,,,,
2015-08-17,9.64,2.98,11.61,11.22,13.12,,6.91,4.03,,,,,,,,,,,,,,,,,,
2015-08-18,10.65,2.85,14.04,12.39,14.88,,6.49,4.81,,,,,,,,,,,,,,,,,,
2015-08-19,9.33,7.14,12.82,9.63,13.65,,6.27,34.0,,,,,,,,,,,,,,,,,,
2015-08-20,10.37,3.73,13.55,11.59,14.61,,6.7,10.39,,,,,,,,,,,,,,,,,,
2015-08-21,10.76,6.56,13.4,12.09,8.69,,6.81,12.05,,,,,,,,,,,,,,,,,,
2015-08-22,12.39,1.07,19.33,9.56,9.07,,7.24,13.97,,,,,,,,,,,,,,,,,,
2015-08-23,11.68,0.91,14.34,9.53,7.68,,6.99,7.18,,,,,,,,,,,,,,,,,,
2015-08-24,12.96,1.0,13.4,10.67,7.67,,8.08,8.9,,,,,,,,,,,,,,,,,,
2015-08-25,4.73,4.38,11.86,9.12,7.47,,8.03,9.99,,,,,,,,,,,,,,,,,,
2015-08-26,8.86,1.1,13.06,9.36,6.67,,7.59,10.83,,,,,,,,,,,,,,,,,,
2015-08-27,7.05,1.13,12.83,10.59,8.71,,7.59,8.45,,,,,,,,,,,,,,,,,,
2015-08-28,10.9,1.42,14.31,11.92,7.98,,7.24,6.53,,,,,,,,,,,,,,,,,,
2015-08-29,10.02,2.56,14.6,11.11,8.39,,7.42,6.27,,,,,,,,,,,,,,,,,,
2015-08-30,4.23,0.73,14.9,10.39,9.94,,7.07,6.53,,,,,,,,,,,,,,,,,,
2015-08-31,5.96,1.24,14.02,12.77,10.23,,7.29,11.29,,,,,,,,,,,,,,,,,,
2015-09-01,3.69,1.67,15.72,10.45,6.86,,6.5,5.25,,,,,,,,,,,,,,,,,,
2015-09-02,6.45,2.18,16.01,10.79,8.18,,6.94,5.99,,,,,,,,,,,,,,,,,,
2015-09-03,6.13,2.49,18.24,9.82,8.18,,6.37,4.56,,,,,,,,,,,,,,,,,,
2015-09-04,8.87,2.12,14.6,14.94,8.3,,7.42,6.47,,,,,,,,,,,,,,,,,,
2015-09-05,9.89,2.63,11.02,16.93,9.86,,6.61,7.16,,,,,,,,,,,,,,,,,,
2015-09-06,6.88,1.35,11.13,16.71,10.01,,5.71,5.77,,,,,,,,,,,,,,,,,,
2015-09-07,8.56,3.08,12.8,12.97,8.22,,8.22,6.2,,,,,,,,,,,,,,,,,,
2015-09-08,15.13,5.6,9.81,10.92,9.24,,7.98,6.47,,,,,,,,,,,,,,,,,,
2015-09-09,8.73,7.0,11.61,11.57,6.78,,4.93,13.38,,,,,,,,,,,,,,,,,,
