Date,Bengaluru,Chennai,Delhi,Lucknow,Hyderabad,Patna
2015-12-12,31.41,12.74,94.66,6.56,22.57,93.45
2015-12-13,37.39,14.8,118.56,4.22,13.55,93.55
2015-12-14,21.45,13.35,102.21,4.22,14.9,96.5
2015-12-15,13.92,12.99,63.37,4.22,19.18,83.27
2015-12-16,20.85,13.78,90.72,3.8,18.01,111.51
2015-12-17,26.28,14.01,71.32,4.22,17.9,133.13
2015-12-18,45.46,15.06,62.42,4.22,17.93,112.57
2015-12-19,39.15,15.11,56.46,4.22,19.67,106.55
2015-12-20,33.82,33.4,139.46,4.22,12.6,240.12
2015-12-21,39.72,29.84,89.78,4.22,14.11,124.58
2015-12-22,49.45,27.63,180.15,4.22,18.49,130.63
2015-12-23,42.2,27.48,165.11,4.22,18.03,152.52
2015-12-24,42.26,28.89,53.4,4.22,15.98,129.92
2015-12-25,37.33,35.42,91.68,4.89,12.19,70.36
2015-12-26,31.61,19.83,109.95,7.22,15.52,73.08
2015-12-27,31.61,12.43,99.66,10.93,18.53,112.29
2015-12-28,42.44,15.53,71.74,6.15,27.43,104.28
2015-12-29,40.51,22.16,82.43,2.21,50.51,91.44
2015-12-30,44.59,20.1,133.08,3.92,52.78,251.96
2015-12-31,44.85,21.42,131.21,3.3,52.22,239.99
2016-01-01,34.31,32.56,131.36,2.68,26.85,201.04
2016-01-02,54.77,10.41,126.63,3.37,23.98,167.56
2016-01-03,55.6,8.85,101.63,2.21,24.45,133.45
2016-01-04,50.81,15.02,164.05,2.21,24.34,166.08
2016-01-05,56.05,22.62,159.99,3.15,24.06,141.81
2016-01-06,55.38,21.91,150.4,4.22,33.18,223.87
2016-01-07,58.6,15.12,213.61,4.22,17.48,148.83
2016-01-08,60.65,25.42,170.76,4.22,25.57,71.89
2016-01-09,86.73,22.43,103.82,3.38,40.86,66.13
2016-01-10,52.1,21.92,119.51,2.38,35.77,90.31
2016-01-11,62.48,21.72,179.86,3.3,31.26,139.37
2016-01-12,27.55,23.31,141.55,4.39,39.3,148.44
2016-01-13,37.72,25.04,95.74,3.97,42.02,142.41
2016-01-14,49.75,23.08,76.14,2.38,17.95,167.55
2016-01-15,34.73,15.63,67.9,3.38,10.77,119.75
2016-01-16,94.37,15.21,56.84,4.22,13.47,67.95
2016-01-17,147.06,13.78,75.29,4.3,12.3,69.02
2016-01-18,110.35,15.13,129.46,4.22,13.97,81.16
2016-01-19,71.08,15.39,81.75,4.22,13.46,62.78
2016-01-20,55.6,14.17,73.35,4.22,17.01,63.4
2016-01-21,50.76,13.7,74.47,4.22,13.7,54.67
2016-01-22,57.18,14.64,118.66,4.22,13.76,52.45
2016-01-23,40.25,10.24,130.91,3.88,17.06,62.99
2016-01-24,35.05,8.12,84.23,3.13,14.06,96.15
2016-01-25,35.03,11.58,84.08,3.96,12.84,130.31
2016-01-26,28.2,17.18,104.98,3.55,5.36,141.0
2016-01-27,32.76,17.33,136.31,4.22,5.12,93.7
2016-01-28,34.42,14.2,154.28,4.22,5.3,94.72
2016-01-29,23.82,15.55,139.36,3.78,5.53,109.29
2016-01-30,25.13,15.66,202.98,4.22,5.37,101.82
2016-01-31,36.49,14.27,61.75,8.87,5.18,89.34
2016-02-01,40.35,16.13,73.48,8.81,5.31,91.08
2016-02-02,41.2,17.36,86.07,4.74,5.24,87.54
2016-02-03,41.28,17.54,80.6,4.22,5.47,56.93
2016-02-04,32.57,14.84,115.18,4.3,10.52,59.35
2016-02-05,31.63,13.84,180.54,4.05,18.84,94.5
2016-02-06,25.16,13.91,143.3,4.05,14.63,86.615
2016-02-07,35.82,14.14,90.15,4.3,12.97,78.72999999999999
2016-02-08,21.56,10.54,102.85,5.15,14.1,70.84499999999998
2016-02-09,30.85,13.94,101.07,4.22,15.2,62.96
2016-02-10,26.54,13.27,159.3,4.22,16.68,61.54
2016-02-11,25.01,12.57,101.48,4.47,14.05,112.39
2016-02-12,26.13,16.7,102.77,4.22,14.54,76.49
2016-02-13,33.17,12.24,60.22,4.22,13.87,134.2
2016-02-14,39.5,13.49,71.42,4.22,11.66,115.88
2016-02-15,33.68,15.35,88.44,4.22,13.7,108.57
2016-02-16,19.24,16.3,91.8,4.48,16.16,176.2
2016-02-17,19.72,9.1,107.45,4.81,17.52,54.22
2016-02-18,17.74,13.38,115.01,4.3,15.59,48.45
2016-02-19,20.93,15.84,119.87,4.22,20.32,39.67
2016-02-20,22.89,14.13,109.23,3.72,26.33,49.01
2016-02-21,25.44,9.5,38.62,2.21,34.7,40.48
2016-02-22,22.31,10.12,48.81,3.55,23.94,39.62
2016-02-23,20.48,15.5,58.22,4.22,12.46,51.9
2016-02-24,25.42,11.54,150.74,4.22,13.29,79.35
2016-02-25,25.34,11.66,121.16,5.13,14.59,75.87
2016-02-26,22.43,8.28,101.86,4.79,11.87,54.77
2016-02-27,27.18,12.48,102.02,4.22,12.09,65.86
2016-02-28,24.09,8.53,114.7,4.39,13.87,59.62
2016-02-29,23.56,8.43,134.66,4.22,13.91,77.46
2016-03-01,51.48,11.24,151.93,6.24,12.81,32.75
2016-03-02,29.43,10.49,181.1,4.6,14.24,60.76
2016-03-03,18.25,9.6,182.37,4.22,16.27,85.13
2016-03-04,25.03,14.54,79.02,4.05,16.46,79.59
2016-03-05,18.66,13.24,48.15,3.55,16.33,93.13
2016-03-06,12.1,10.14,61.54,4.22,13.7,66.19
2016-03-07,13.82,10.82,84.84,5.15,12.18,57.0
2016-03-08,24.9,11.77,61.04,4.22,13.89,45.62
2016-03-09,30.04,11.8,76.08,4.22,18.89,30.08
2016-03-10,34.09,12.0,100.31,4.22,22.67,47.9
2016-03-11,33.16,11.29,48.08,4.22,23.29,23.37
2016-03-12,19.89,12.45,19.14,5.75,18.54,19.69
2016-03-13,14.6,10.98,15.13,5.47,12.98,74.08
2016-03-14,20.19,9.07,46.02,4.22,12.78,64.61
2016-03-15,25.68,10.05,75.09,4.22,12.81,15.92
2016-03-16,26.5,10.54,53.44,4.22,18.23,22.09
2016-03-17,18.7,10.73,78.38,3.88,25.45,54.88
2016-03-18,15.69,9.82,69.35,3.22,14.995,72.49
2016-03-19,24.48,9.77,131.48,4.22,4.54,35.51
2016-03-20,9.98,7.73,99.81,4.52,5.31,32.545
2016-03-21,35.01,9.54,45.3,4.25,5.66,29.58
2016-03-22,37.08,13.35,32.05,4.21,5.83,17.61
2016-03-23,35.81,10.51,67.93,4.22,22.41,29.82
2016-03-24,22.68,14.49,138.71,4.39,14.27,45.27
2016-03-25,14.13,11.97,112.34,4.22,15.68,39.47
2016-03-26,19.1,6.79,48.36,4.22,15.49,32.13
2016-03-27,18.63,8.55,36.21,4.22,13.88,26.3
2016-03-28,22.21,10.03,67.76,4.22,13.03,17.58
2016-03-29,15.33,11.13,62.06,4.22,15.26,24.22
2016-03-30,16.91,10.24,64.38,4.22,15.47,24.31
2016-03-31,21.42,10.13,117.28,4.22,12.31,14.2
2016-04-01,24.09,10.53,20.05,4.81,13.91,18.23
2016-04-02,25.48,9.19,30.66,6.24,20.54,19.66
2016-04-03,18.69,8.7,91.09,6.24,27.17,18.07
