Date,Hyderabad,Patna
2020-04-12,0.47,0.47
2020-04-13,0.14,0.41
2020-04-14,0.38,0.36
2020-04-15,0.22,0.28
2020-04-16,0.11,0.29
2020-04-17,0.23,0.56
2020-04-18,0.31,0.27
2020-04-19,0.23,0.2
2020-04-20,0.18,0.26
2020-04-21,0.14,0.23
2020-04-22,0.22,0.29
2020-04-23,0.41,0.36
2020-04-24,0.16,0.37
2020-04-25,0.28,0.25
2020-04-26,0.28,0.19
2020-04-27,0.16,0.16
2020-04-28,0.05,0.14
2020-04-29,0.04,0.73
2020-04-30,0.05,2.62
2020-05-01,0.08,0.84
2020-05-02,0.02,0.09
2020-05-03,0.39,0.1
2020-05-04,0.25,0.09
2020-05-05,0.29,0.76
2020-05-06,0.07,2.79
2020-05-07,0.21,2.79
2020-05-08,0.59,2.76
2020-05-09,0.13,2.93
2020-05-10,0.77,2.49
2020-05-11,1.02,2.24
2020-05-12,0.22,2.59
2020-05-13,0.31,3.05
2020-05-14,0.29,2.19
2020-05-15,0.82,2.67
2020-05-16,1.25,2.52
2020-05-17,0.84,4.04
2020-05-18,1.58,2.17
2020-05-19,3.74,1.27
2020-05-20,3.44,1.62
2020-05-21,3.68,1.68
2020-05-22,4.6,1.3
2020-05-23,3.02,1.1
2020-05-24,1.95,1.77
2020-05-25,0.38,1.79
2020-05-26,0.66,1.19
2020-05-27,0.85,1.42
2020-05-28,3.04,1.36
2020-05-29,1.45,1.74
2020-05-30,1.02,1.54
2020-05-31,0.74,2.29
2020-06-01,1.08,2.4
2020-06-02,1.83,2.03
2020-06-03,0.54,1.09
2020-06-04,0.26,1.52
2020-06-05,0.23,1.1
2020-06-06,0.57,0.43
2020-06-07,0.17,0.73
2020-06-08,0.51,0.66
2020-06-09,2.76,0.56
2020-06-10,2.59,0.66
2020-06-11,2.73,0.59
2020-06-12,0.39,0.59
2020-06-13,0.16,0.55
2020-06-14,0.11,0.52
2020-06-15,0.18,0.61
2020-06-16,0.21,0.67
2020-06-17,0.22,0.75
2020-06-18,0.32,0.79
2020-06-19,0.49,0.46
2020-06-20,0.85,0.55
2020-06-21,0.43,0.81
2020-06-22,0.91,1.28
2020-06-23,0.47,0.91
2020-06-24,0.54,0.7
2020-06-25,0.66,1.18
2020-06-26,0.59,0.86
2020-06-27,0.95,0.97
2020-06-28,1.11,1.24
2020-06-29,2.71,1.74
2020-06-30,2.51,2.02
2020-07-01,2.62,2.14
