Date,Bengaluru,Chennai,Delhi,Lucknow,Hyderabad,Patna
2018-10-08,12.11,13.24,37.87,21.02,6.46,11.43
2018-10-09,14.75,12.17,31.79,10.32,8.4,16.12
2018-10-10,18.56,13.47,23.75,8.72,7.83,18.64
2018-10-11,30.58,10.88,14.93,7.96,5.23,27.22
2018-10-12,30.12,9.52,29.52,11.01,6.33,30.24
2018-10-13,23.04,9.2,54.11,8.45,13.85,16.16
2018-10-14,6.99,9.93,36.38,7.02,6.53,7.06
2018-10-15,9.88,9.23,50.19,8.21,4.47,8.62
2018-10-16,10.95,10.8,84.92,16.77,6.11,5.51
2018-10-17,14.07,12.34,67.3,15.76,6.99,12.36
2018-10-18,14,12.48,100.87,27.57,6.18,34.98
2018-10-19,9.89,13.75,40.85,23.5,9.66,23.19
2018-10-20,10.61,13.49,37.49,23.35,8.23,7.74
2018-10-21,14.12,10.73,49.17,15.52,6.33,9.46
2018-10-22,20.84,12.38,49.3,15.99,10.4,14.42
2018-10-23,23.55,12.45,65.36,10.34,5.57,12.78
2018-10-24,19.33,13.08,103.62,42.64,5.09,9.5
2018-10-25,17.54,11.23,97.53,54.51,8.06,20.53
2018-10-26,14.97,10.48,114.02,52.26,6.28,26.49
2018-10-27,15.66,10.49,123.46,56.42,13.24,37.13
2018-10-28,15.03,9.19,81.11,38.15,10.74,19.56
2018-10-29,26.17,8.86,84.12,101.1,4.14,18.98
2018-10-30,31.63,9.26,98.5,87.2,5.54,17.72
2018-10-31,16.33,12.78,99.9,46.72,8.65,21.81
2018-11-01,16.9,13.25,106.68,68.11,9.71,30.27
2018-11-02,12.79,11.29,57.41,81.63,8.83,19.71
2018-11-03,11.8,9.47,21.22,29.6,6.81,16.1
2018-11-04,9.14,10.83,14.18,12,4.85,22.08
2018-11-05,11.81,12.3,26.22,10.9,5.38,30.69
2018-11-06,11.41,13.88,23.48,10.08,5.82,10.64
2018-11-07,11.01,14.79,30.57,25.03,4.8,16.79
2018-11-08,14.54,11.95,89.1,24.17,3.82,9.34
2018-11-09,11.58,11.44,89.45,35.78,4.45,8.23
2018-11-10,14.78,11.21,99.32,47.14,4.22,9.62
2018-11-11,16.45,10.61,91.92,32.25,4.84,8.86
2018-11-12,32.73,10.36,75.93,59.74,7.17,7.51
2018-11-13,25.65,11.08,85.28,94.34,10.08,6.32
2018-11-14,40.06,9.62,41.75,36.19,10.49,9.03
2018-11-15,21.57,9.26,29.85,30.07,9.82,22.27
2018-11-16,11.77,9.44,19.55,13.23,7.78,9.64
2018-11-17,7.31,11.09,38.85,9.46,6.46,7.36
2018-11-18,9.24,12.3,68.53,37.51,7.14,19.84
2018-11-19,13,10.28,18.31,46.98,5.61,39.28
2018-11-20,15.66,9.43,53.4,70.41,7.09,23.43
2018-11-21,11.66,9.54,54.16,40.37,5.82,28.63
2018-11-22,13.98,11.59,91.36,26.53,4.81,31.34
2018-11-23,16.08,10.19,77.16,18.07,7.22,16.91
